"medcode"	"term"	"database"
"306247012"	"multiple pregnancy nos with antenatal problem"	"Aurum"
"306254018"	"unstable lie with antenatal problem"	"Aurum"
"306259011"	"cephalic version nos with antenatal problem"	"Aurum"
"306268013"	"breech presentation with antenatal problem"	"Aurum"
"306272012"	"oblique lie with antenatal problem"	"Aurum"
"306276010"	"transverse lie with antenatal problem"	"Aurum"
"306282013"	"face presentation with antenatal problem"	"Aurum"
"306286011"	"brow presentation with antenatal problem"	"Aurum"
"306293010"	"high head at term with antenatal problem"	"Aurum"
"306295015"	"multiple pregnancy with malpresentation"	"Aurum"
"306296019"	"multiple pregnancy with malpresentation unspecified"	"Aurum"
"306297011"	"multiple pregnancy with malpresentation - delivered"	"Aurum"
"306302014"	"prolapsed arm with antenatal problem"	"Aurum"
"306328012"	"generally contracted pelvis with antenatal problem"	"Aurum"
"306332018"	"inlet pelvic contraction with antenatal problem"	"Aurum"
"306336015"	"outlet pelvic contraction with antenatal problem"	"Aurum"
"306341011"	"mixed feto-pelvic disproportion with antenatal problem"	"Aurum"
"306345019"	"large fetus causing disproportion with antenatal problem"	"Aurum"
"306350013"	"hydrocephalic disproportion with antenatal problem"	"Aurum"
"306362012"	"other disproportion with antenatal problem"	"Aurum"
"306368011"	"disproportion nos with antenatal problem"	"Aurum"
"306475011"	"cervical incompetence with antenatal problem"	"Aurum"
"306476012"	"cervical incompetence with postnatal complication"	"Aurum"
"306482010"	"other cervical abnormality affecting obstetric care"	"Aurum"
"306586010"	"fetus with chromosomal abnormality with antenatal problem"	"Aurum"
"306593014"	"fetus with hereditary disease with antenatal problem"	"Aurum"
"306600011"	"fetus with viral damage via mother with antenatal problem"	"Aurum"
"306614011"	"fetus with drug damage with antenatal problem"	"Aurum"
"306615012"	"maternal care for (suspected) damage to fetus from alcohol"	"Aurum"
"306620012"	"fetus with radiation damage with antenatal problem"	"Aurum"
"306631016"	"fetus with other damage nec with antenatal problem"	"Aurum"
"306636014"	"fetus with damage nos with antenatal problem"	"Aurum"
"306640017"	"other fetal and placental problems"	"Aurum"
"306645010"	"fetal-maternal haemorrhage with antenatal problem"	"Aurum"
"306659015"	"rhesus isoimmunisation with antenatal problem"	"Aurum"
"306683011"	"fetal distress with antenatal problem"	"Aurum"
"306690018"	"labour and delivery complic by meconium in amniotic fluid"	"Aurum"
"306695011"	"maternal care for fetal hypoxia"	"Aurum"
"306712017"	"intrauterine death with antenatal problem"	"Aurum"
"306721016"	"small-for-dates with antenatal problem"	"Aurum"
"306732016"	"large-for-dates with antenatal problem"	"Aurum"
"306740010"	"other placental conditions unspecified"	"Aurum"
"306741014"	"other placental conditions - delivered"	"Aurum"
"306742019"	"other placental conditions with antenatal problem"	"Aurum"
"306743012"	"placental transfusion syndromes"	"Aurum"
"306749011"	"other placental conditions nos"	"Aurum"
"306757014"	"other feto-placental problems unspecified"	"Aurum"
"306759012"	"other feto-placental problems with antenatal problem"	"Aurum"
"306760019"	"other feto-placental problems nos"	"Aurum"
"306761015"	"feto-placental problems nos"	"Aurum"
"306762010"	"feto-placental problems nos, unspecified"	"Aurum"
"306763017"	"feto-placental problems nos - delivered"	"Aurum"
"306764011"	"feto-placental problems nos with antenatal problem"	"Aurum"
"306769018"	"polyhydramnios unspecified"	"Aurum"
"306770017"	"polyhydramnios - delivered"	"Aurum"
"306771018"	"polyhydramnios with antenatal problem"	"Aurum"
"306773015"	"polyhydramnios nos"	"Aurum"
"306777019"	"oligohydramnios unspecified"	"Aurum"
"306778012"	"oligohydramnios - delivered"	"Aurum"
"306779016"	"oligohydramnios with antenatal problem"	"Aurum"
"306781019"	"oligohydramnios nos"	"Aurum"
"306784010"	"premature rupture of membranes with antenatal problem"	"Aurum"
"306785011"	"prem rupture of membranes onset of labour within 24 hours"	"Aurum"
"306788013"	"premature rupture of membranes, labour delayed by therapy"	"Aurum"
"306789017"	"prem rupture of membranes onset of labour after 24 hours"	"Aurum"
"306811018"	"amniotic cavity infection with antenatal problem"	"Aurum"
"306830018"	"other problems affecting labour"	"Aurum"
"306833016"	"failed mechanical induction with antenatal problem"	"Aurum"
"306847017"	"maternal pyrexia during labour"	"Aurum"
"306848010"	"unspecified maternal pyrexia during labour, unspecified"	"Aurum"
"306851015"	"unspecified maternal pyrexia during labour - delivered"	"Aurum"
"306855012"	"unspecified maternal pyrexia during labour nos"	"Aurum"
"306858014"	"septicaemia during labour unspecified"	"Aurum"
"306861010"	"septicaemia during labour - delivered"	"Aurum"
"306862015"	"septicaemia during labour with antenatal problem"	"Aurum"
"306865018"	"septicaemia during labour nos"	"Aurum"
"306868016"	"grand multiparity with antenatal problem"	"Aurum"
"306870013"	"elderly primigravida unspecified"	"Aurum"
"306871012"	"elderly primigravida - delivered"	"Aurum"
"306872017"	"elderly primigravida with antenatal problem"	"Aurum"
"306873010"	"elderly primigravida nos"	"Aurum"
"306879014"	"other problems affecting labour unspecified"	"Aurum"
"306880012"	"other problems affecting labour - delivered"	"Aurum"
"306883014"	"other problems affecting labour with antenatal problem"	"Aurum"
"306885019"	"other problems affecting labour nos"	"Aurum"
"306886018"	"problems affecting labour nos"	"Aurum"
"306889013"	"problems affecting labour nos unspecified"	"Aurum"
"306890016"	"problems affecting labour nos - delivered"	"Aurum"
"306893019"	"problems affecting labour nos with antenatal problem"	"Aurum"
"306896010"	"abnormal findings on antenatal screening of mother"	"Aurum"
"306906019"	"malnutrition in pregnancy"	"Aurum"
"306907011"	"retained intrauterine contraceptive device in pregnancy"	"Aurum"
"306908018"	"other specified risk factors in pregnancy"	"Aurum"
"306909014"	"finding related to risk factor in pregnancy"	"Aurum"
"306910016"	"complications occurring during labour and delivery"	"Aurum"
"306914013"	"obstructed labour"	"Aurum"
"306915014"	"obstructed labour due to fetal malposition"	"Aurum"
"306918011"	"obstructed labour due to fetal malposition unspecified"	"Aurum"
"306919015"	"obstructed labour due to fetal malposition - delivered"	"Aurum"
"306923011"	"obstructed labour due to breech presentation"	"Aurum"
"306926015"	"obstructed labour due to face presentation"	"Aurum"
"306927012"	"obstructed labour due to brow presentation"	"Aurum"
"306930017"	"obstructed labour due to shoulder presentation"	"Aurum"
"306931018"	"obstructed labour due to compound presentation"	"Aurum"
"306934014"	"obstructed labour due to fetal malposition nos"	"Aurum"
"306935010"	"obstructed labour caused by bony pelvis"	"Aurum"
"306938012"	"obstructed labour caused by bony pelvis unspecified"	"Aurum"
"306939016"	"obstructed labour caused by bony pelvis - delivered"	"Aurum"
"306943017"	"obstructed labour due to deformed pelvis"	"Aurum"
"306946013"	"obstructed labour due to generally contracted pelvis"	"Aurum"
"306947016"	"obstructed labour due to pelvic inlet contraction"	"Aurum"
"306954010"	"obstructed labour caused by bony pelvis nos"	"Aurum"
"306955011"	"obstructed labour caused by pelvic soft tissues"	"Aurum"
"306958013"	"obstructed labour caused by pelvic soft tissues unspecified"	"Aurum"
"306959017"	"obstructed labour caused by pelvic soft tissues - delivered"	"Aurum"
"306968015"	"deep transverse arrest with antenatal problem"	"Aurum"
"306977010"	"shoulder dystocia with antenatal problem"	"Aurum"
"306981010"	"locked twins with antenatal problem"	"Aurum"
"306986017"	"other failed trial of labour unspecified"	"Aurum"
"306987014"	"other failed trial of labour - delivered"	"Aurum"
"306995013"	"failed trial of labour"	"Aurum"
"307006010"	"other failed ventouse extraction with antenatal problem"	"Aurum"
"307008011"	"obstructed labour due to unusually large foetus"	"Aurum"
"307011012"	"other causes of obstructed labour"	"Aurum"
"307015015"	"other causes of obstructed labour - delivered"	"Aurum"
"307016019"	"other causes of obstructed labour with antenatal problem"	"Aurum"
"307020015"	"obstructed labour nos"	"Aurum"
"307023018"	"obstructed labour nos, unspecified"	"Aurum"
"307024012"	"obstructed labour nos - delivered"	"Aurum"
"307041014"	"primary uterine inertia with antenatal problem"	"Aurum"
"307045017"	"secondary uterine inertia with antenatal problem"	"Aurum"
"307053013"	"other uterine inertia with antenatal problem"	"Aurum"
"307056017"	"precipitate labour unspecified"	"Aurum"
"307058016"	"precipitate labour - delivered"	"Aurum"
"307059012"	"precipitate labour with antenatal problem"	"Aurum"
"307062010"	"precipitate labour nos"	"Aurum"
"307074014"	"hypertonic uterine inertia with antenatal problem"	"Aurum"
"307077019"	"abnormality of forces of labour nos"	"Aurum"
"307078012"	"abnormality of forces of labour nos unspecified"	"Aurum"
"307081019"	"abnormality of forces of labour nos - delivered"	"Aurum"
"307082014"	"abnormality of forces of labour nos with antenatal problem"	"Aurum"
"307088013"	"prolonged first stage with antenatal problem"	"Aurum"
"307090014"	"prolonged labour unspecified"	"Aurum"
"307093011"	"prolonged labour"	"Aurum"
"307094017"	"unspecified prolonged labour - delivered"	"Aurum"
"307097012"	"unspecified prolonged labour with antenatal problem"	"Aurum"
"307103017"	"prolonged second stage with antenatal problem"	"Aurum"
"307105012"	"delayed delivery of second twin, triplet etc"	"Aurum"
"307106013"	"delayed delivery second twin unspecified"	"Aurum"
"307107016"	"delayed delivery second twin - delivered"	"Aurum"
"307108014"	"delayed delivery second twin with antenatal problem"	"Aurum"
"307109018"	"delayed delivery second twin etc nos"	"Aurum"
"307111010"	"prolonged labour nos"	"Aurum"
"307118016"	"prolapse of cord with antenatal problem"	"Aurum"
"307123016"	"cord tight round neck with antenatal problem"	"Aurum"
"307137013"	"cord tangled with compression with antenatal problem"	"Aurum"
"307142017"	"other cord entanglement with antenatal problem"	"Aurum"
"307146019"	"short cord with antenatal problem"	"Aurum"
"307161018"	"vasa praevia with antenatal problem"	"Aurum"
"307179019"	"other umbilical cord complications with antenatal problem"	"Aurum"
"307184013"	"umbilical cord complications nos with antenatal problem"	"Aurum"
"307197010"	"first degree perineal tear during delivery, unspecified"	"Aurum"
"307198017"	"first degree perineal tear during delivery - delivered"	"Aurum"
"307204019"	"first degree perineal tear during delivery nos"	"Aurum"
"307210019"	"second degree perineal tear during delivery, unspecified"	"Aurum"
"307211015"	"second degree perineal tear during delivery - delivered"	"Aurum"
"307213017"	"second degree perineal tear during delivery nos"	"Aurum"
"307217016"	"third degree perineal tear during delivery, unspecified"	"Aurum"
"307218014"	"third degree perineal tear during delivery - delivered"	"Aurum"
"307220012"	"third degree perineal tear during delivery nos"	"Aurum"
"307221011"	"fourth degree perineal tear during delivery, unspecified"	"Aurum"
"307222016"	"fourth degree perineal tear during delivery - delivered"	"Aurum"
"307224015"	"fourth degree perineal tear during delivery nos"	"Aurum"
"307225019"	"perineal laceration during delivery"	"Aurum"
"307226018"	"unspecified perineal laceration during delivery, unspecified"	"Aurum"
"307227010"	"unspecified perineal laceration during delivery - delivered"	"Aurum"
"307229013"	"unspecified perineal laceration during delivery nos"	"Aurum"
"307237017"	"vulval and perineal haematoma during delivery, unspecified"	"Aurum"
"307238010"	"vulval and perineal haematoma during delivery - delivered"	"Aurum"
"307242013"	"vulval and/or perineal haematoma during delivery"	"Aurum"
"307244014"	"other vulval and perineal trauma during delivery"	"Aurum"
"307246011"	"other vulval/perineal trauma during delivery- delivered"	"Aurum"
"307248012"	"other vulval/perineal trauma during delivery nos"	"Aurum"
"307249016"	"vulval/perineal trauma during delivery nos"	"Aurum"
"307250016"	"vulval/perineal trauma during delivery nos unspec"	"Aurum"
"307251017"	"vulval/perineal trauma during delivery nos - delivered"	"Aurum"
"307254013"	"other obstetric trauma"	"Aurum"
"307255014"	"ruptured uterus before labour"	"Aurum"
"307258011"	"rupture of uterus before labour unspecified"	"Aurum"
"307259015"	"rupture of uterus before labour - delivered"	"Aurum"
"307264016"	"rupture of uterus before labour with antenatal problem"	"Aurum"
"307265015"	"rupture of uterus before labour nos"	"Aurum"
"307268018"	"rupture of uterus during and after labour unspecified"	"Aurum"
"307269014"	"rupture of uterus during and after labour - delivered"	"Aurum"
"307276016"	"rupture of uterus during and/or after labour"	"Aurum"
"307277013"	"obstetric inversion of uterus unspecified"	"Aurum"
"307279011"	"obstetric inversion of uterus with postnatal problem"	"Aurum"
"307280014"	"obstetric inversion of uterus nos"	"Aurum"
"307281013"	"laceration of cervix - obstetric"	"Aurum"
"307282018"	"tear of cervix - obstetric"	"Aurum"
"307285016"	"obstetric laceration of cervix"	"Aurum"
"307286015"	"obstetric laceration of cervix unspecified"	"Aurum"
"307287012"	"obstetric laceration of cervix - delivered"	"Aurum"
"307288019"	"obstetric laceration of cervix with postnatal problem"	"Aurum"
"307289010"	"obstetric laceration of cervix nos"	"Aurum"
"307290018"	"obstetric high vaginal laceration"	"Aurum"
"307291019"	"high vaginal tear - obstetric"	"Aurum"
"307292014"	"obstetric high vaginal laceration unspecified"	"Aurum"
"307293016"	"obstetric high vaginal laceration - delivered"	"Aurum"
"307294010"	"obstetric high vaginal laceration with postnatal problem"	"Aurum"
"307295011"	"obstetric high vaginal laceration nos"	"Aurum"
"307300013"	"other obstetric pelvic organ damage unspecified"	"Aurum"
"307301012"	"other obstetric pelvic organ damage - delivered"	"Aurum"
"307302017"	"other obstetric pelvic organ damage with postnatal problem"	"Aurum"
"307303010"	"other obstetric pelvic organ damage nos"	"Aurum"
"307310016"	"obstetric damage to pelvic joints and ligaments unspecified"	"Aurum"
"307315014"	"obstetric damage to pelvic joints and ligaments - delivered"	"Aurum"
"307317018"	"obstetric damage to pelvic joints and ligaments nos"	"Aurum"
"307319015"	"obstetric trauma causing pelvic haematoma"	"Aurum"
"307320014"	"obstetric pelvic haematoma unspecified"	"Aurum"
"307323011"	"obstetric pelvic haematoma - delivered"	"Aurum"
"307327012"	"obstetric pelvic haematoma with postnatal problem"	"Aurum"
"307328019"	"obstetric trauma causing pelvic haematoma nos"	"Aurum"
"307330017"	"other obstetric trauma os"	"Aurum"
"307331018"	"other obstetric trauma unspecified"	"Aurum"
"307332013"	"other obstetric trauma - delivered"	"Aurum"
"307333015"	"other obstetric trauma - delivered with postnatal problem"	"Aurum"
"307334014"	"other obstetric trauma with antenatal problem"	"Aurum"
"307335010"	"other obstetric trauma with postnatal problem"	"Aurum"
"307336011"	"other obstetric trauma nos"	"Aurum"
"307337019"	"obstetric trauma nos"	"Aurum"
"307338012"	"obstetric trauma nos, unspecified"	"Aurum"
"307339016"	"obstetric trauma nos - delivered"	"Aurum"
"307342010"	"obstetric trauma nos with postnatal problem"	"Aurum"
"307348014"	"third-stage postpartum haemorrhage unspecified"	"Aurum"
"307352014"	"third-stage postpartum haemorrhage with postnatal problem"	"Aurum"
"307356012"	"third-stage postpartum haemorrhage nos"	"Aurum"
"307357015"	"other immediate postpartum haemorrhage"	"Aurum"
"307360010"	"other immediate postpartum haemorrhage unspecified"	"Aurum"
"307365017"	"other immediate postpartum haemorrhage nos"	"Aurum"
"307368015"	"secondary postpartum haemorrhage unspecified"	"Aurum"
"307372016"	"delayed and/or secondary postpartum haemorrhage"	"Aurum"
"307373014"	"secondary and delayed postpartum haemorrhage nos"	"Aurum"
"307381010"	"postpartum coagulation defects unspecified"	"Aurum"
"307383013"	"postpartum coagulation defects with postnatal problem"	"Aurum"
"307384019"	"postpartum coagulation defects nos"	"Aurum"
"307386017"	"postpartum haemorrhage nos"	"Aurum"
"307401013"	"retained placenta with no haemorrhage unspecified"	"Aurum"
"307405016"	"retained placenta with no haemorrhage with postnatal problem"	"Aurum"
"307420010"	"retained products with no haemorrhage with postnatal problem"	"Aurum"
"307424018"	"retained placenta or membranes with no haemorrhage nos"	"Aurum"
"307425017"	"complications of anaesthesia during labour and delivery"	"Aurum"
"307444012"	"obstetric anaesthesia with cardiac complications"	"Aurum"
"307472017"	"obstetric toxic reaction to local anaesthesia"	"Aurum"
