"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"antihypertensive"
"15874"	"Amiloride 2.5mg / furosemide 20mg tablets"	"Amiloride"	"2.5mg + 20mg"	"Tablets"	"Oral"	"02020200/02020400"	"Amiloride"
"15958"	"Captopril 2mg tablets"	"Captopril"	"2mg"	"Tablets"	"Oral"	"02050501"	"Captopril"
"16038"	"Dilzem SR 120 capsules (Teva UK Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"16060"	"Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Valsartan"	"80mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Valsartan"
"16073"	"Nifedipress MR 10 tablets (Teva UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"16161"	"Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Telmisartan"	"80mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Telmisartan"
"16162"	"Amlodipine 5mg/5ml oral suspension"	"Amlodipine"	"1mg/1ml"	"Oral suspension"	"Oral"	"02060200"	"Amlodipine"
"16196"	"Vascace 5mg tablets (Roche Products Ltd)"	"Cilazapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Cilazapril"
"16197"	"Vascace 2.5mg tablets (Roche Products Ltd)"	"Cilazapril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Cilazapril"
"16198"	"Baratol 50mg Tablet (Shire Pharmaceuticals Ltd)"	"Indoramin"	"50mg"	"Tablet"	"Oral"	"02050400/07040150"	"Indoramin"
"16201"	"Hytrin bph 2mg Tablet (Amdipharm Plc)"	"Terazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"16212"	"Vascace 1mg tablets (Roche Products Ltd)"	"Cilazapril"	"1mg"	"Tablet"	"Oral"	"02050501"	"Cilazapril"
"16248"	"Clonidine 150micrograms/1ml solution for injection ampoules"	"Clonidine"	"150microgram/1ml"	"Solution for injection"	"Intravenous"	"02050200"	"Clonidine"
"16285"	"Teveten 400mg tablets (Abbott Healthcare Products Ltd)"	"Eprosartan"	"400mg"	"Tablet"	"Oral"	"02050502"	"Eprosartan"
"16328"	"Verapress MR 240mg tablets (Dexcel-Pharma Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"16371"	"Teveten 600mg tablets (Mylan)"	"Eprosartan"	"600mg"	"Tablet"	"Oral"	"02050502"	"Eprosartan"
"16498"	"Kalspare tablets (DHP Healthcare Ltd)"	"Chlortalidone/Triamterene"	"50mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Chlortalidone/Triamterene"
"16531"	"Eplerenone 50mg tablets"	"Eplerenone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Eplerenone"
"16632"	"Hydrosaluric 50mg tablets (Merck Sharp & Dohme Ltd)"	"Hydrochlorothiazide"	"50mg"	"Tablet"	"Oral"	"00000000"	"Hydrochlorothiazide"
"16677"	"Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil"	"80mg"	"Tablet"	"Oral"	"02060200"	"Verapamil"
"16701"	"Carace 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"16708"	"Enalapril titration pack"	"Enalapril"	NA	"Titration Pack"	"Oral"	"02050501"	"Enalapril"
"16710"	"Gopten 500microgram capsules (Abbott Laboratories Ltd)"	"Trandolapril"	"500microgram"	"Capsule"	"Oral"	"02050501"	"Trandolapril"
"16776"	"Celectol 400mg Tablet (Pantheon Healthcare Ltd)"	"Celiprolol"	"400mg"	"Tablet"	"Oral"	"02040000"	"Celiprolol"
"16786"	"Chlortalidone 25mg with Atenolol 100mg tablets"	"Chlortalidone/Atenolol"	"25mg+100mg"	"Tablets"	"Oral"	"02020100/02040000"	"Chlortalidone/Atenolol"
"16850"	"Angiozem CR 120mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"16924"	"Imidapril 5mg tablets"	"Imidapril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Imidapril"
"17006"	"Triapin 5mg/5mg modified-release tablets (Sanofi)"	"Felodipine/Ramipril"	"5mg + 5mg"	"Modified-release tablet"	"Oral"	"02050501/02060200"	"Felodipine/Ramipril"
"17082"	"Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Propranolol"	"1mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"17120"	"Moexipril 15mg tablets"	"Moexipril"	"15mg"	"Tablet"	"Oral"	"02050501"	"Moexipril"
"17149"	"Monozide 10 tablets (Wyeth Pharmaceuticals)"	"Hydrochlorothiazide"	"10mg + 6.25mg"	"Tablet"	"Oral"	"00000000"	"Hydrochlorothiazide"
"17252"	"Esidrex 25mg Tablet (Novartis Pharmaceuticals UK Ltd)"	"Hydrochlorothiazide"	"25mg"	"Tablet"	"Oral"	"02020100"	"Hydrochlorothiazide"
"17291"	"Guanethidine 25mg Tablet"	"Guanethidine"	"25mg"	"Tablet"	"Oral"	"02050300"	"Guanethidine"
"17322"	"Atenix 25 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"17325"	"Cardilate MR 10mg tablets (Teva UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"17338"	"Nifedotard 20 mr 20mg Modified-release tablet (Galen Ltd)"	"Nifedipine"	"20mg"	"Modified-release Tablet"	"Oral"	"02060200"	"Nifedipine"
"17342"	"Nivaten retard 10mg Modified-release tablet (Actavis UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"17406"	"Zemtard 180 XL capsules (Galen Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"17425"	"Zemtard 120 XL capsules (Galen Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"17448"	"Nifedipress mr 10mg Modified-release tablet (Sterwin Medicines)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"17462"	"Bisoprolol 10mg / Hydrochlorothiazide 6.25mg tablets"	"Hydrochlorothiazide"	"10mg + 6.25mg"	"Tablet"	"Oral"	"00000000"	"Hydrochlorothiazide"
"17474"	"Felodipine 5mg modified-release / Ramipril 5mg tablets"	"Felodipine/Ramipril"	"5mg + 5mg"	"Modified-release tablet"	"Oral"	"02050501/02060200"	"Felodipine/Ramipril"
"17492"	"Zemtard 300 XL capsules (Galen Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"17545"	"Micardis 80mg tablets (Boehringer Ingelheim Ltd)"	"Telmisartan"	"80mg"	"Tablet"	"Oral"	"02050502"	"Telmisartan"
"17557"	"Felotens XL 5mg tablets (Thornton & Ross Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"17561"	"Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets"	"Bendroflumethiazide"	"2.5mg + 573mg"	"Modified-release tablet"	"Oral"	"00000000"	"Bendroflumethiazide"
"17566"	"Felotens XL 10mg tablets (Thornton & Ross Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"17586"	"Slozem 300mg capsules (Merck Serono Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"17599"	"Verapress MR 240mg tablets (Sandoz Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"17624"	"Captopril 5mg/5ml oral suspension"	"Captopril"	"1mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Captopril"
"17633"	"Captopril 3mg/5ml oral solution"	"Captopril"	"3mg/5ml"	"Oral Liquid"	"Oral"	"02050501"	"Captopril"
"17640"	"Amlostin 5mg tablets (Discovery Pharmaceuticals)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"17655"	"Carace 10 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"17666"	"Viazem XL 180mg capsules (Thornton & Ross Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"17686"	"Micardis 20mg tablets (Boehringer Ingelheim Ltd)"	"Telmisartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Telmisartan"
"17689"	"MicardisPlus 80mg/12.5mg tablets (Boehringer Ingelheim Ltd)"	"Hydrochlorothiazide/Telmisartan"	"80mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Telmisartan"
"17720"	"Saluric 500mg Tablet (Merck Sharp & Dohme Ltd)"	"Chlorothiazide"	"500mg"	"Tablet"	"Oral"	"02020100"	"Chlorothiazide"
"17783"	"Spiroprop Tablet (Pharmacia Ltd)"	"Spironolactone/Propranolol"	NA	"Tablet"	"Oral"	"02040000"	"Spironolactone/Propranolol"
"17876"	"METOPROLOL FUMARATE 190 MG TAB"	"Metoprolol"	NA	"Tablet"	"Oral"	"00000000"	"Metoprolol"
"17902"	"Spirolone 100mg Tablet (Berk Pharmaceuticals Ltd)"	"Spironolactone"	"100mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"17950"	"Spirolone 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Spironolactone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"18199"	"Regaine for Men Extra Strength 5% solution (McNeil Products Ltd)"	"Minoxidil"	"50mg/1ml"	"Liquid"	"Cutaneous"	"02050100/13090300"	"Minoxidil"
"18200"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Olmesartan"	"12.5mg + 20mg"	"Tablet"	"Oral"	"02020100/02050502"	"Hydrochlorothiazide/Olmesartan"
"18202"	"MicardisPlus 40mg/12.5mg tablets (Boehringer Ingelheim Ltd)"	"Hydrochlorothiazide/Telmisartan"	"40mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Telmisartan"
"18219"	"Imidapril 20mg tablets"	"Imidapril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Imidapril"
"18223"	"Trandolapril with verapamil 2mg + 180mg Modified-release capsule"	"Trandolapril/Verapamil"	"2mg + 180mg"	"Modified-release Capsule"	"Oral"	"02050501/02060200"	"Trandolapril/Verapamil"
"18247"	"Esbatal 10mg Tablet (Wellcome Medical Division)"	"Betanidine"	"10mg"	"Tablet"	"Oral"	"02050300"	"Betanidine"
"18252"	"Metalpha 250mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Methyldopa"	"250mg"	"Tablet"	"Oral"	"02050200"	"Methyldopa"
"18263"	"Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril/Hydrochlorothiazide"	"50mg + 25mg"	"Tablet"	"Oral"	"02050501"	"Captopril/Hydrochlorothiazide"
"18269"	"Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"18287"	"Co-Betaloc SA tablets (Pfizer Ltd)"	"Hydrochlorothiazide/Metoprolol"	"200mg + 25mg"	"Modified-release tablet"	"Oral"	"00000000"	"Hydrochlorothiazide/Metoprolol"
"18325"	"Acepril 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"50mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"18332"	"Aridil 20mg+2.5mg Tablet (C P Pharmaceuticals Ltd)"	"Amiloride"	"2.5mg + 20mg"	"Tablet"	"Oral"	"02020200/02020400"	"Amiloride"
"18361"	"Amilmaxco 5mg/50mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Amiloride"	"5mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Hydrochlorothiazide/Amiloride"
"18379"	"Dilcardia SR 90mg capsules (Mylan)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18403"	"Diltiazem HCl 180mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem"	"180mg"	"Modified-release Capsule"	"Oral"	"02060200"	"Diltiazem"
"18404"	"Diltiazem 60mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18497"	"Amiloride 10mg / furosemide 80mg tablets"	"Amiloride"	"10mg + 80mg"	"Tablets"	"Oral"	"02020200/02020400"	"Amiloride"
"18606"	"Diltiazem and hydrochlorothiazide 150mg+12.5mg modified-release capsules"	"Hydrochlorothiazide/Diltiazem"	"150mg + 12.5mg"	"Modified Release Capsules"	"Oral"	"02020100/02060200"	"Hydrochlorothiazide/Diltiazem"
"18631"	"VERAPAMIL HCL MR"	"Verapamil"	NA	NA	NA	"00000000"	"Verapamil"
"18726"	"Triamaxco 50mg/25mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Triamterene"	"25mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Hydrochlorothiazide/Triamterene"
"18733"	"Co-amilozide 5mg with 50mg/ml oral solution"	"Hydrochlorothiazide/Amiloride"	"5mg + 50mg/5ml"	"Oral Solution"	"Oral"	"02020100/02020400"	"Hydrochlorothiazide/Amiloride"
"18743"	"Tenben 25mg/1.25mg capsules (Galen Ltd)"	"Bendroflumethiazide/Atenolol"	"25mg + 1.25mg"	"Capsule"	"Oral"	"00000000"	"Bendroflumethiazide/Atenolol"
"18830"	"Disogram SR 90mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18834"	"Disogram SR 60mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18852"	"Disogram SR 120mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18861"	"Hydralazine 10mg/5ml oral suspension"	"Hydralazine"	"2mg/1ml"	"Oral suspension"	"Oral"	"02050100"	"Hydralazine"
"18874"	"Disogram SR 180mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"18903"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets"	"Hydrochlorothiazide/Olmesartan"	"25mg + 20mg"	"Tablet"	"Oral"	"02020100/02050502"	"Hydrochlorothiazide/Olmesartan"
"18910"	"Olmetec 20mg tablets (Daiichi Sankyo UK Ltd)"	"Olmesartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Olmesartan"
"18938"	"MINOXIDIL 1 % TAB"	"Minoxidil"	NA	"Tablet"	"Oral"	"00000000"	"Minoxidil"
"18950"	"Totamol 25mg Tablet (C P Pharmaceuticals Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"18973"	"Centyl 2.5mg Tablet (Edwin Burgess Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Bendroflumethiazide"
"18975"	"Calcicard 60mg Tablet (3M Health Care Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"19003"	"SPIRONOLACTONE/PROPRANOLOL 50 MG TAB"	"Spironolactone/Propranolol"	NA	"Tablet"	"Oral"	"00000000"	"Spironolactone/Propranolol"
"19051"	"Regaine regular strength 50mg/ml Cutaneous solution (Pharmacia Ltd)"	"Minoxidil"	"50mg/1ml"	"Liquid"	"Cutaneous"	"13090300"	"Minoxidil"
"19055"	"Chlortalidone 12.5mg with Atenolol 50mg tablets"	"Chlortalidone/Atenolol"	"12.5mg+50mg"	"Tablets"	"Oral"	"02020100/02040000"	"Chlortalidone/Atenolol"
"19142"	"Bendroflumethiazide 2.5mg with Timolol maleate 10mg tablets"	"Bendroflumethiazide/Timolol"	"2.5mg + 10mg"	"Tablets"	"Oral"	"02020100/02040000"	"Bendroflumethiazide/Timolol"
"19170"	"Tensipine MR 10 tablets (Thornton & Ross Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"19172"	"Atenolol 25mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"19175"	"Verapamil 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil"	"40mg"	"Tablet"	"Oral"	"02060200"	"Verapamil"
"19182"	"Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"19191"	"Atenolol 100mg tablets (Teva UK Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"19193"	"Doxazosin 2mg tablets (Teva UK Ltd)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"19195"	"Spironolactone 50mg Tablet (Wyeth Pharmaceuticals)"	"Spironolactone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"19198"	"Lisinopril 20mg tablets (Teva UK Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"19204"	"Lisinopril 5mg tablets (Teva UK Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"19208"	"Enalapril 10mg tablets (Actavis UK Ltd)"	"Enalapril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"19216"	"Doxazosin 4mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040000"	"Doxazosin"
"19223"	"Lisinopril 10mg tablets (Teva UK Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"19325"	"Cordilox 2.5mg/ml Injection (IVAX Pharmaceuticals UK Ltd)"	"Verapamil"	"2.5mg/1ml"	"Solution for injection"	"Intravenous"	"02030202/02060200"	"Verapamil"
"19352"	"Xuret 0.5mg Tablet (Galen Ltd)"	"Metolazone"	"0.5mg"	"Tablet"	"Oral"	"02020100"	"Metolazone"
"19426"	"Disogram SR 240mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"19440"	"Disogram SR 300mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"19457"	"Ranvera MR 240mg tablets (Ranbaxy (UK) Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"19459"	"Verapamil 240mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"19568"	"TIMOLOL EYE"	"Timolol"	NA	NA	NA	"00000000"	"Timolol"
"19611"	"AMILORIDE 5MG/HYDROCHLORTHIAZIDE 50MG"	"Amiloride"	NA	NA	NA	"00000000"	"Amiloride"
"19690"	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Trandolapril/Verapamil"	"180mg + 2mg"	"Modified-release capsule"	"Oral"	"02050501/02060200"	"Trandolapril/Verapamil"
"19695"	"AMILORIDE HYDROCHLORIDE"	"Amiloride"	NA	NA	NA	"00000000"	"Amiloride"
"19721"	"AMILORIDE 5MG/HYDROCHLORTHIAZIDE 50MG"	"Amiloride"	NA	NA	NA	"00000000"	"Amiloride"
"19727"	"TIMOLOL EYE"	"Timolol"	NA	NA	NA	"00000000"	"Timolol"
"19823"	"Alphavase 5 tablets (Ashbourne Pharmaceuticals Ltd)"	"Prazosin"	"5mg"	"Tablet"	"Oral"	"02050400/07040150"	"Prazosin"
"19890"	"Hydrochlorothiazide with amiloride 25mgwith2.5mg Tablet"	"Hydrochlorothiazide/Amiloride"	"25mg+2.5mg"	"Tablet"	"Oral"	"02020100/02020400"	"Hydrochlorothiazide/Amiloride"
"19892"	"Serpasil -esidrex Tablet (Novartis Pharmaceuticals UK Ltd)"	"Hydrochlorothiazide/Reserpine"	NA	"Tablet"	"Oral"	"02050200"	"Hydrochlorothiazide/Reserpine"
"20012"	"Visken 15mg Tablet (Sovereign Medical Ltd)"	"Pindolol"	"15mg"	"Tablet"	"Oral"	"02040000"	"Pindolol"
"20066"	"Amil-Co 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Hydrochlorothiazide/Amiloride"	"5mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Hydrochlorothiazide/Amiloride"
"20082"	"Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)"	"Metoprolol"	"200mg"	"Modified-release tablet"	"Oral"	"02040000/04070402"	"Metoprolol"
"20093"	"Metoprolol 200mg modified-release / Hydrochlorothiazide 25mg tablets"	"Hydrochlorothiazide/Metoprolol"	"200mg + 25mg"	"Modified-release tablet"	"Oral"	"00000000"	"Hydrochlorothiazide/Metoprolol"
"20117"	"Olmetec 40mg tablets (Daiichi Sankyo UK Ltd)"	"Olmesartan"	"40mg"	"Tablet"	"Oral"	"02050502"	"Olmesartan"
"20188"	"Enalapril 2.5mg wafer"	"Enalapril"	"2.5mg"	"Wafer"	NA	"02050501"	"Enalapril"
"20257"	"Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"20311"	"Nifedipress mr 20mg Modified-release tablet (Generics (UK) Ltd)"	"Nifedipine"	"20mg"	"Modified-release Tablet"	"Oral"	"02060200"	"Nifedipine"
"20369"	"Doxazosin 1mg/5ml oral suspension"	"Doxazosin"	"200microgram/1ml"	"Oral suspension"	"Oral"	"02050400/07040150"	"Doxazosin"
"20426"	"Centyl k 2.5mg+7.7mmol Tablet (Edwin Burgess Ltd)"	"Bendroflumethiazide"	"2.5mg + 573mg"	"Modified-release tablet"	"Oral"	"02020800"	"Bendroflumethiazide"
"20431"	"Centyl K modified-release tablets (LEO Pharma)"	"Bendroflumethiazide"	"2.5mg + 573mg"	"Modified-release tablet"	"Oral"	"00000000"	"Bendroflumethiazide"
"20459"	"Felendil xl 10mg Modified-release tablet (Ratiopharm UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"20468"	"Half Beta-Prograne 80mg modified-release capsules (Tillomed Laboratories Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"20502"	"Atenix 100 tablets (Ashbourne Pharmaceuticals Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"20579"	"Tarka modified-release capsules (Abbott Laboratories Ltd)"	"Trandolapril/Verapamil"	"180mg + 2mg"	"Modified-release capsule"	"Oral"	"02050501/02060200"	"Trandolapril/Verapamil"
"20591"	"Nifedipress MR 20 tablets (Teva UK Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"20642"	"Bi-carzem sr 60mg Modified-release capsule (Tillomed Laboratories Ltd)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"20656"	"Serpasil 250microgram Tablet (Novartis Pharmaceuticals UK Ltd)"	"Reserpine"	"250microgram"	"Tablet"	"Oral"	"02050200"	"Reserpine"
"20690"	"Reserpine 250micrograms tablet"	"Reserpine"	"250micrograms"	"Tablets"	"Oral"	"02050200"	"Reserpine"
"20728"	"Atenamin 25mg Tablet (OPD Pharm)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"20849"	"Tensopril 12.5mg tablets (Teva UK Ltd)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"20878"	"Angiopine 10 capsules (Ashbourne Pharmaceuticals Ltd)"	"Nifedipine"	"10mg"	"Capsule"	"Oral"	"02060200"	"Nifedipine"
"20890"	"Zemtard 240 XL capsules (Galen Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"20975"	"Lisinopril 7.5mg/5ml oral suspension"	"Lisinopril"	"1.5mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Lisinopril"
"21025"	"Prestim forte Tablet (LEO Pharma)"	"Bendroflumethiazide/Timolol"	NA	"Tablet"	"Oral"	"02020100/02040000"	"Bendroflumethiazide/Timolol"
"21053"	"Vascace 500microgram tablets (Roche Products Ltd)"	"Cilazapril"	"500microgram"	"Tablet"	"Oral"	"02050501"	"Cilazapril"
"21133"	"Atenamin 50mg Tablet (OPD Pharm)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"21145"	"Dilcardia SR 60mg capsules (Mylan)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"21162"	"Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets"	"Felodipine/Ramipril"	"2.5mg + 2.5mg"	"Modified-release tablet"	"Oral"	"02050501/02060200"	"Felodipine/Ramipril"
"21182"	"Hydrochlorothiazide with timolol and amiloride 25mg with 10mg with 2.5mg Tablet"	"Hydrochlorothiazide/Amiloride/Timolol"	"25mg + 10mg + 2.5mg"	"Tablet"	"Oral"	"02020100/02040000"	"Hydrochlorothiazide/Amiloride/Timolol"
"21216"	"Hypolar Retard 10mg tablets (Sandoz Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"21231"	"Caralpha 20mg/12.5mg tablets (Actavis UK Ltd)"	"Hydrochlorothiazide/Lisinopril"	"20mg + 12.5mg"	"Tablet"	"Oral"	"02050501"	"Hydrochlorothiazide/Lisinopril"
"21245"	"Nifedipress mr 10mg Modified-release tablet (Actavis UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"21346"	"Hydromet Tablet (MSD Thomas Morson Pharmaceuticals)"	"Hydrochlorothiazide/Methyldopa"	NA	"Tablet"	"Oral"	"02050200"	"Hydrochlorothiazide/Methyldopa"
"21423"	"Cozaar-Comp 100mg/25mg tablets (Merck Sharp & Dohme Ltd)"	"Hydrochlorothiazide/Losartan"	"100mg + 25mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"21466"	"PHENOXYBENZAMINE HCl 5 MG CAP"	"Phenoxybenzamine"	NA	NA	NA	"00000000"	"Phenoxybenzamine"
